institution,school_type,state,testing_info_link,rtc_model,last_updated,testing,testing_type,test_initial,test_recurring,test_freq,test_vendor,test_pool,endowment,enrollment,endowment_per_fte_enrollment
University of North Carolina at Pembroke,Public,NC,https://indd.adobe.com/view/01e0f494-74aa-47b2-ba92-b4668f3cfb20,Planning for in-person,7/29/2020,TRUE,Symptomatic,FALSE,FALSE,0,LabCorp,,24028445,7137,4346
University of North Carolina School of the Arts,Public,NC,https://www.uncsa.edu/news/20200528-fall-semester.aspx,Planning for in-person,7/29/2020,TRUE,Symptomatic,FALSE,FALSE,0,Wake Forest Baptist Health,,67703847,1042,63453
University of North Texas,Public,TX,https://healthalerts.unt.edu/symptoms-monitoring#students,Planning for in-person,7/29/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,181631450,38241,5521
University of Northern Colorado,Public,CO,https://www.unco.edu/coronavirus/frequently-asked-questions.aspx#health,Planning for in-person,7/29/2020,TRUE,Both asymptomatic and symptomatic,FALSE,FALSE,0,,,87573770,13437,8003
University of Northern Iowa,Public,IA,https://forwardtogether.uni.edu/faq,Proposing a hybrid model,7/29/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,123090314,11187,11746
University of Northwestern – St. Paul,Private,MN,https://unwsp.edu/fall-return-to-campus,Planning for in-person,7/29/2020,TRUE,Unknown,FALSE,FALSE,0,UNW Health Services,,#N/A,#N/A,#N/A
University of Noth Alabama,Public,AL,https://una.edu/university-communications/COVID-19%20Recovery%20Guidance%20Plan.pdf,Planning for in-person,7/29/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University of Notre Dame,Private,IN,https://here.nd.edu/health-safety/testing/,Planning for in-person,8/1/2020,TRUE,Symptomatic,TRUE,FALSE,0,University health services; LabCorp,,11065058000,12607,837184
University of Oklahoma,Public,OK,https://www.ou.edu/coronavirus/coronavirus-faq#1.3,Planning for in-person,7/29/2020,TRUE,Both asymptomatic and symptomatic,TRUE,FALSE,0,Goddard Health Center,,#N/A,#N/A,#N/A
University of Oregon,Public,OR,https://www.uoregon.edu/coronavirus-faq#testing,Planning for in-person,7/27/2020,FALSE,No voluntary testing,FALSE,FALSE,,,,912512000,22644,40007
University of Pennsylvania,Private,PA,https://penntoday.upenn.edu/announcements/message-community-about-penns-plans-fall-semester,Proposing a hybrid model,7/26/2020,TRUE,Symptomatic,TRUE,Unknown,,,,13777441000,25860,562092
University of Pittsburgh,Public,PA,https://www.coronavirus.pitt.edu/student-life; https://www.chancellor.pitt.edu/spotlight/update-resiliency-planning,Proposing a hybrid model (all students on campus),7/22/2020,TRUE,Symptomatic,FALSE,TRUE,0,UPMC,,#N/A,#N/A,#N/A
University of Portland,Private,OR,https://www.up.edu/backtothebluff/health-and-safety/testing-quarantining-contact-tracing.html,Planning for in-person,7/29/2020,Unknown,Unknown,Unknown,Unknown,,,,194396000,4280,42941
University of Puget Sound,Private,WA,https://www.pugetsound.edu/fall2020/,Planning for online,8/17/2020,TRUE,Both asymptomatic and symptomatic,TRUE,Unknown,,,,369038000,2666,155188
University of Redlands,Private,CA,,Planning for online,7/29/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,175943304,4598,36032
University of Rhode Island,Public,RI,https://web.uri.edu/coronavirus/health-and-wellness/,Proposing a hybrid model,7/29/2020,TRUE,Unknown,Unknown,Unknown,,,,166177807,17777,9985
University of Richmond,Private,VA,https://www.richmond.edu/coronavirus/_common/UR-Fall-2020-Reopening-Plan.pdf,Planning for in-person,7/29/2020,TRUE,Symptomatic,TRUE,FALSE,,SecureHealth,,2511584000,4002,604473
University of Rochester,Private,NY,https://www.rochester.edu/coronavirus-update/message-from-provost-rob-clark-regarding-the-upcoming-academic-year/,Considering a range of scenarios,7/26/2020,TRUE,Unknown,TRUE,TRUE,,,,2257357000,11817,191399
University of Saint Francis,Private,IN,https://news.sf.edu/2020/07/29/usf-updates-campus-plan-for-fall-semester/,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University of San Diego,Private,CA,https://www.sandiego.edu/news/detail.php?_focus=76564,Planning for online,7/30/2020,TRUE,Unknown,FALSE,FALSE,0,,,529998000,9073,61165
University of San Francisco,Private,CA,https://myusf.usfca.edu/emergency-resources-campus-protocols/coronavirus-updates-resources/for-usf-students-who-experience-flu-like-symptoms,Planning for online,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,397720000,10713,37059
University of Scranton,Private,PA,https://www.scranton.edu/covid-19/royals-safe-together/assets/documents/royals-safe-together---a-plan-to-reopen-campus.pdf,Planning for in-person,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,205604331,5286,40016
University of South Alabama,Public,AL,https://www.southalabama.edu/coronavirus/,Proposing a hybrid model,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,152946000,14834,10514
University of South Carolina,Public,SC,https://sc.edu/safety/coronavirus/,Planning for in-person,7/30/2020,TRUE,Symptomatic,TRUE,FALSE,0,,,#N/A,#N/A,#N/A
University of South Florida,Public,FL,https://www.usf.edu/coronavirus/documents/reopening-plan.pdf,Proposing a hybrid model,7/30/2020,TRUE,Unknown,TRUE,TRUE,2,,TRUE,#N/A,#N/A,#N/A
University of Southern California,Private,CA,https://coronavirus.usc.edu/2020/07/01/7-1-letter-on-student-housing-and-course-schedules/,Planning for online,7/26/2020,TRUE,Symptomatic,TRUE,TRUE,0,"health center, population testing via Color",,5544267000,47310,138068
University of Southern Indiana,Public,IN,https://usi.edu/healthcenter/resources/coronavirus-covid-19-information/,Proposing a hybrid model,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,,,,47096866,10986,5515
University of St. Thomas (Minnesota),Private,MN,https://news.stthomas.edu/new-covid-19-preparedness-plan-outlines-operational-and-behavioral-changes-needed-at-st-thomas-this-fall/,Proposing a hybrid model,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,,University of Minnesota/Mayo Lab System and Quest,,#N/A,#N/A,#N/A
University of Tampa,Private,FL,https://www.ut.edu/about-ut/university-services/office-of-public-information/fall-2020-opening,Planning for in-person,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,0,University Health Center,,#N/A,#N/A,#N/A
University of Tennessee system,Public,TN,https://www.utk.edu/coronavirus/updates/returning-to-campus-this-fall,,,,,,,,,,#N/A,#N/A,#N/A
University of Tennessee system — Chattanooga,Public,TN,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
University of Tennessee system — Knoxville,Public,TN,https://www.utk.edu/coronavirus/guides/return-to-work,Proposing a hybrid model,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University of Tennessee system — Martin,Public,TN,http://www.utm.edu/alerts/_pdfs/Formatted%20Taskforce%20Report.pdf,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University of Texas — all system campuses,Public,TX,https://www.utsystem.edu/news/2020/06/29/regents-approve-campus-plans-fall-2020,,,,,,,,,,#N/A,#N/A,#N/A
University of Texas — Permian Basin,Public,TX,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University of Texas — Rio Grande Valley,Public,TX,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University of Texas at Arlington,Public,TX,https://www.uta.edu/announcements/coronavirus/protecting-our-community,Proposing a hybrid model,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University of Texas at Austin,Public,TX,https://healthyhorns.utexas.edu/coronavirus_testing.html,Proposing a hybrid model,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University of Texas at Dallas,Public,TX,,Proposing a hybrid model,7/23/2020,TRUE,No voluntary testing,Unknown,Unknown,0,N/A,Unknown,#N/A,#N/A,#N/A
University of Texas at El Paso,Public,TX,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University of Texas at San Antonio,Public,TX,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University of Texas at Tyler,Public,TX,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University of the Cumberlands,Private,KY,https://ucumberlands.app.box.com/s/xal7vh8k5ko77ba6nfgq88srzp6horet,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,,,,85870012,13472,9471
University of the District of Columbia,Public,DC,https://www.udc.edu/covid-19/,Proposing a hybrid model,7/30/2020,Unknown,Unknown,Unknown,,,,,49118726,4244,13909
University of the Pacific,Private,CA,https://www.pacific.edu/campus-life/student-services/student-health-services/coronavirus-disease-covid-19/pacific-fall-reopening-plans.html,Proposing a hybrid model,7/30/2020,TRUE,Unknown,Unknown,Unknown,,,,452976087,6493,63415
University of the Sciences,Private,PA,https://www.usciences.edu/student-life/student-health-and-counseling/covid-19/return-to-campus-guidelines/usciences-return-to-campus-guidelines.pdf,Proposing a hybrid model,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,171782269,2231,68768
University of Toledo,Public,OH,https://www.utoledo.edu/coronavirus/faqs.html#healthwellness,Planning for in-person,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,306920922,20237,16445
University of Tulsa,Private,OK,https://utulsa.edu/coronavirus/covid-19-student-resources/,Proposing a hybrid model,7/30/2020,TRUE,No voluntary testing,TRUE,TRUE,,,,1114621000,4365,267745
University of Vermont,Public,VT,https://www.uvm.edu/returntocampus,Proposing a hybrid model,7/30/2020,TRUE,Unknown,Unknown,Unknown,,,,490792000,13395,37782
University of Virginia,Public,VA,https://returntogrounds.virginia.edu/,Proposing a hybrid model,7/23/2020,TRUE,Symptomatic,TRUE,FALSE,0,unknown,Unknown,#N/A,#N/A,#N/A
University of Washington,Public,WA,https://www.washington.edu/coronavirus/learning-task-force/,Proposing a hybrid model,7/27/2020,TRUE,Both asymptomatic and symptomatic,Unknown,Unknown,,,,#N/A,#N/A,#N/A
University of West Alabama,Public,AL,https://www.uwa.edu/coronavirus/faq,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,423478,5200,104
University of West Florida,Public,FL,https://uwf.edu/coronavirus/returning-to-uwf/testing/,Proposing a hybrid model,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University of Wisconsin at Eau Claire,Public,WI,https://www.uwec.edu/news/news/uw-eau-claire-welcomes-students-back-to-campus-for-fall-semester-4247/,Planning for in-person,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University of Wisconsin at Green Bay,Public,WI,https://www.uwgb.edu/coronavirus/questions-answers/#general,Proposing a hybrid model,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University of Wisconsin at Madison,Public,WI,https://smartrestart.wisc.edu/chancellor-blanks-reopening-message-to-campus/,Proposing a hybrid model,7/30/2020,TRUE,Both asymptomatic and symptomatic,FALSE,TRUE,2,Veterinary Diagnostic Laboratory under guidance of Wisconsin State Lab of Hygeine,,#N/A,#N/A,#N/A
University of Wisconsin at Milwaukee,Public,WI,https://uwm.edu/coronavirus/reopening/,Proposing a hybrid model,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University of Wisconsin at River Falls,Public,WI,https://www.uwrf.edu/COVID-19/ReturnToCampusStudents.cfm,Proposing a hybrid model,7/30/2020,Unknown,Unknown,Unknown,Unknown,,,,#N/A,#N/A,#N/A
University of Wisconsin at Whitewater,Public,WI,https://www.uww.edu/warhawks-return,Planning for in-person,7/30/2020,Unknown,Unknown,Unknown,Unknown,,,,#N/A,#N/A,#N/A
University of Wisconsin-Stout,Public,WI,https://www.uwec.edu/news/news/uw-eau-claire-welcomes-students-back-to-campus-for-fall-semester-4247/,Planning for in-person,,,,,,,,,58166762,8770,7342
University of Wyoming,Public,WY,http://www.uwyo.edu/uw/news/2020/05/uw-moves-toward-on-campus-education-this-fall.html,Planning for in-person,7/30/2020,TRUE,Unknown,TRUE,Unknown,,Vault Health,,513201000,12450,47195
University System of Georgia,Public,GA,https://www.ajc.com/news/local-education/uga-hopes-reopen-campuses-for-fall-2020-semester/d3Bg1215RFB0swSsK4YJyJ/,,,,,,,,,,#N/A,#N/A,#N/A
University System of Georgia — Abraham Baldwin Agricultural College,Public,GA,https://stallionsabac.sharepoint.com/sites/Resources/Shared%20Documents/Forms/Public%20View.aspx?id=%2Fsites%2FResources%2FShared%20Documents%2FMaster%20Document%20July%2021%202020%201401%20hrs%2Epdf&parent=%2Fsites%2FResources%2FShared%20Documents&p=true&originalPath=aHR0cHM6Ly9zdGFsbGlvbnNhYmFjLnNoYXJlcG9pbnQuY29tLzpiOi9zL1Jlc291cmNlcy9FWlFVbmpPOGtpVkNnUnhGUzAtRFhRTUJCanUyU2kxM2ZvN3VlNDAxOE12eHZBP3J0aW1lPVVseER4UTgxMkVn,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Albany State University,Public,GA,https://www.asurams.edu/student-affairs/health-services/coronavirus.php,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Atlanta Metropolitan State College,Public,GA,https://www.atlm.edu/campus-life/coronavirus.aspx,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Augusta University,Public,GA,https://jagwire.augusta.edu/coronavirus/,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Clayton State University,Public,GA,https://www.clayton.edu/coronavirus/,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — College of Coastal Georgia,Public,GA,https://www.ccga.edu/page.cfm?p=2846,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Columbus State University,Public,GA,https://www.columbusstate.edu/coronavirus/resources/general-resources.php,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Dalton State College,Public,GA,https://www.daltonstate.edu/campus_life/coronavirus-update.cms,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — East Georgia State College,Public,GA,http://www.ega.edu/covid19,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Fort Valley State University,Public,GA,https://www.fvsu.edu/coronavirus-updates/,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Georgia Gwinnett College,Public,GA,https://www.ggc.edu/about-ggc/public-safety/public-health/faq/,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Georgia Highlands College,Public,GA,https://sites.highlands.edu/marketing-and-communications/coronavirus-covid%E2%80%9119-information-and-resources/,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Georgia Institute of Technology,Public,GA,http://health.gatech.edu/coronavirus/students/guidebook,Planning for in-person,7/30/2020,TRUE,Both asymptomatic and symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Georgia Southern University,Public,GA,https://www.georgiasouthern.edu/covid-19-information/general-faq/,Planning for in-person,7/30/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Georgia Southwestern State University,Public,GA,https://www.gsw.edu/fall2020/faqs,Planning for in-person,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Georgia State University,Public,GA,https://ahead.gsu.edu/,Proposing a hybrid model,7/30/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
University System of Georgia — Gordon State College,Public,GA,,Planning for in-person,,,,,TRUE,,,,#N/A,#N/A,#N/A
University System of Georgia — Kennesaw State University,Public,GA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
University System of Georgia — Middle Georgia State University,Public,GA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
University System of Georgia — Savannah State University,Public,GA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
University System of Georgia — South Georgia State College,Public,GA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
University System of Georgia — University of Georgia,Public,GA,https://coronavirus.uga.edu/2020/07/22/plans-for-surveillance-testing-and-notification/,Planning for in-person,8/2/2020,TRUE,Both asymptomatic and symptomatic,Unknown,TRUE,,Athens Veterinary Diagnostic Lab,,#N/A,#N/A,#N/A
University System of Georgia — University of North Georgia,Public,GA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
University System of Georgia — University of West Georgia,Public,GA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
University System of Georgia — Valdosta State University,Public,GA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
University System of Maryland,Public,MD,https://today.umd.edu/articles/about-80-undergraduate-courses-be-virtual-fall-2ce53d3f-19cd-4cff-8b34-7906415b3da4,,,,,,,,,,40531717,,
University System of Maryland — Bowie State University,Public,MD,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University System of Maryland — Coppin State University,Public,MD,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University System of Maryland — Frostburg State University,Public,MD,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University System of Maryland — Salisbury University,Public,MD,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University System of Maryland — Towson University,Public,MD,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University System of Maryland — University of Baltimore,Public,MD,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
University System of Maryland — University of Maryland at College Park,Public,MD,https://today.umd.edu/articles/about-80-undergraduate-courses-be-virtual-fall-2ce53d3f-19cd-4cff-8b34-7906415b3da4,Proposing a hybrid model,7/22/2020,TRUE,Both asymptomatic and symptomatic,FALSE,FALSE,,,,#N/A,#N/A,#N/A
"University System of Maryland — University of Maryland, Baltimore County",Public,MD,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
"University System of Maryland — University of Maryland, Eastern Shore",Public,MD,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Upper Iowa University,Private,IA,https://uiu.edu/coronavirus/,Planning for in-person,7/28/2020,FALSE,No voluntary testing,FALSE,FALSE,,,,18448500,4392,4071
